,author,text,date,stars
510,Jason S.,"We've been here at least 20 times over 15 years. It is always a pleasant experience. Food is fantastic and the service is usually on point.  I always bring out of town guest here.

Penne al Forno alla calabrese is my favorite!

How ironic that I write the review, only to have a not so great experience just 10 minutes later. They changed their recipe and when we brought it up to the owner he seemed bothered that we commented on it.   He said ""well bye and walked away"" Keep in mind we were literally the only people there. 

I hope this was a one off experience. We will try again next time we are in the city.
",2016-06-04,3.0
511,Chris S.,"A friend recommended this Italian restaurant. We went during a very busy dinner time-but we had reservations and were seated immediately. Staff was very friendly as were the other diners around us. Good family place. Great selection of food that was well prepared and served hot. Couldn't ask for a better place!
",2017-11-25,5.0
512,Samantha S.,"AMAZING! The owner is an absolute delight. I have been coming here since I was 12, and am now 26. He ALWAYS remembers me and my family when we come in, and gives us a complimentary appetizer. Mauricio is wonderful! Definitely check this place out; you won't be sorry.
",2016-08-13,5.0
513,M K.,"Thank you Mauricio the owner and our waiter Luca  who both along with the chefs made our birthday party so special! All so patient and efficient For all 12 of us The food was delicious and amazing the service 10 out of 10!! Amazing I felt I met new members of my family great service food and hospitality for sure you will see all of us again !
",2018-05-26,5.0
514,Linda X.,"Came with a large group and they set up the tables to accommodate us when we got there. The atmosphere is nice with dark lighting and the service was friendly and quick.

We ordered the calamari ($17) and tomatoes caprese ($16) appetizers. Both were tasty but pretty pricey for the serving size. For the entree I got the lobster ravioli ($20). It was just okay in my opinion - there was not too much flavor in the tomato sauce and I couldn't really taste any lobster. Then for dessert I ordered a cheesecake ($8) which was good the first few bites but was way too rich that I couldn't finish it on my own.

Overall okay Italian restaurant in the area and very good for group dinners.
",2015-04-03,3.0
515,S G.,"We had a great dinner, and they were so kind!! They treated us like family and we ran into a couple that had been visiting for years and they couldn't stop raving either!
",2018-06-23,5.0
516,Marylin P.,"Came here from out of town after a friend raved about the food here. It doesn't take much to impress me but the Italian food was awful. I came during lunch hours. The restaurant was not packed. I ordered the pumpkin ravioli. The spunk in stuffing was okay, the pasta itself was not very good and the sauce was bland. My friend ordered the fettuccine Alfredo. Bad choice. Tasted like Campbell's soup. No joke. 

Service was friendly though. I am told their sea food is what is good here. It's an Italian restaurant-I hoped for at the very least good pasta. Come on!
",2016-07-05,1.0
517,Jim M.,"Pretty sweet restaurant. The owner is at the door greeting people the ""old skool"" way. Had the cioppino and it's right up there with the best of em' in SF. Been to North Beach a lot growing up in the area, and have probably been to most of the restaurants on or around Columbus. Mona Lisa holds its own.

Cheers!
",2015-12-30,4.0
518,Caterina R.,"Truly the Worst pizza I have ever had: I ordered a basic Margherita pizza, the dough was fine but the sauce was simply terrible, left me a bad taste in my mouth for all the evening; also the cheese was stale. Enjoyed the atmosphere and the service, but the food was very disappointing. Would not suggest to anybody to go especially to native Italians. Moreover, I was disappointed by the appetizer, panzerotti, that were nothing special very badly fried. One star for the environment and for the service.
",2018-02-22,1.0
519,Gerald R.,"NORTH BEACH EATING PART VIII: SOUTHERN CUISINE - COLUMBUS DAY

I ate here at lunch today on Columbus Day. As my title stated I generalized the cuisine as southern cuisine. When I have been starting my North Beach adventure I would go to Italian restaurants trying to find specialized, regional cuisines. One of the major problems of trying to categorize the regional cuisine of the restaurant is the extensive menu. There are so many items on the list I was worried about the quality of each dish. In addition I couldn't what in the menu what the regional cuisine of this restaurant; the only reason I stated southern cuisine of this restaurant was because it stated on the Yelp information. Having quick lunch I needed to just one item, but I wasn't sure what item to ordered. It was either Fettuccine Mona Lisa or a risotto dish. I asked the waiter his recommendation about the risotto. He asked if I liked meat or seafood. I was thinking about the seafood. He went down the list to pick certain items. In the end I decided to order the Fettuccine Mona Lisa for one reason. In the past if a certain restaurant names a dish after its own restaurant name I'm assuming the dish is its specialty. That's why I ordered the Fettuccine Mona Lisa. 

As mentioned before one of the reasons why this menu was confusing was because I couldn't tell what is their specialty. There are several items named after the restaurant (Fettuccine Mona Lisa, Chicken Mona Lisa, Pizza Mona Lisa, and Veal Mona Lisa). There are also dishes named after the City (Spaghetti San Francisco, Chicken San Francisco, and Risotto San Francisco). Since this restaurant is on North Beach why doesn't the restaurant name some of the dishes after North Beach? Lol.

Now back to my only dish, which is the Fettuccine Mona Lisa. Two great things about this pasta is that the pasta is cooked al denta and the sauce is creamy but not heavy. One thing I didn't like about this pasta is it was quite salty due to the olives. Since the olives are cured having the olives with the ham makes dish quite salty. I would recommend either having the olives or ham alone in the pasta but not both. With abundance of items on the menu I feared that this dish would not maintain its quality. Other than the olives the pasta was quite tasty. 

Even though I only had the Fettuccine Mona Lisa today, I've eaten here before. The last time I ate here was about 10 years ago. I don't think the menu has remained the same but what I remembered was that the menu was very extensive that made it intimidating. What I ordered last time was the salmon, but there were so many different dishes of salmon I couldn't remember what I ordered. However I do remember the salmon was dry and overcooked. The fear of having too many items is some of the dishes won't be as good. Even though I've only eaten here twice in the last ten years my rating is based upon two items - a tasty Fettuccine Mona Lisa and a dry salmon. In a sense my rating is based on one word - consistency. With too many dishes consistency is hard to achieve. I feel if the restaurant cuts more than half of the dishes in the current menu I believe the quality of the food will be much better and consistency will be better achieved.
",2014-10-13,2.0
520,Bruce W.,"Home... Best way I can described this place.
I've bragged before, I'll brag again, still one of the best & my favorite Italian Restaurants in SF. 

You can never go wrong with Bruschetta, but when it's made with fresh Ingredients, and the skill behind the kitchen that is Mona Lisa, it's simply Perfection!!!!
",2015-12-17,5.0
521,Isaac H.,"Came here on a Tuesday, the food was just alright and the service was alright as well. Nothing to brag about at all.
",2017-11-07,2.0
522,Trina T.,"Came 2 days in a row. Although it's a busy place, they seated us quickly both days. Cesar salad is delicious, the pasta is fabulous. Service is exceptional. Every table is good. Make this a place to come when in San Francisco.
",2016-07-03,5.0
523,Robert U.,"Meh.  Nice authentic Devore, but the pasta sauce was very mediocre, the steak I ordered was over cooked.  The service was also mediocre.  The food and experience was not worth the price.  It's not bad, just a very expensive and mediocre restaurant.
",2017-04-15,2.0
524,Megan D.,"Best authentic Italian restaurant in SF! The only thing better than the food is the service. Everyone is so nice, and the owner is amazing and knows how to take care of everyone who passes through the door. I'd give them 10 stars if I could!
",2017-05-06,5.0
525,Rachel M.,"This review is for the most amazing Gnocchi I have had in a very long time! My husband and I live in Fremont and drive in to the city, just to have this Gnocchi. We have even ordered it on take-out and reheated it a few hours later. It was still AMAZING! Light, melt in your mouth, gnocchi! We've tried all the different sauces they have to offer and they are all yummy! The Pesto, the gorgonzola, and even the Gnocchi Sorrentina (the tomato sauce based gnocchi) is great! The staff are friendly and the atmosphere is fun. 
Thank you Ristorante Mona Lisa!
",2016-11-20,5.0
526,Marie S.,"Oh my goodness can you say amazing authentic food!!! I was on family vacation and needed a place for 7 people that would take a reservation I came across this gem on yelp, once I seen the pictures and reviews I knew I had to try it. Staff was very kind, food did not take long to come out. It is Italian food the the portion sizes were very well worth it. I would definitely come back.
",2017-04-17,5.0
527,Corine M.,"I would give this place 5 stars for food quality but the service tends to be hit or miss so for this review four stars it is. We have been here several times and this trip to San Francisco came just for Mona Lisa food.  Had a reservation without issues. Great selection of food...one of our favorites is the lobster ravioli, but honestly everything is delicious.  Their bread is average.  Unfortunately our waiter forgot to put in our order and never came back to clear our plates after our appetizer or the salads.  Service does tend to be on the slower side usually so if you are in a rush you will have to keep onto of your waiter. The food always trumps the service and will always bring us back.  Of course we will be back again next time we are in town.
",2015-03-08,4.0
528,F B.,"This place was kind of mediocre. I've honestly had better Italian food before in my hometown. I was a little put off by the slow service. We weren't even there on a busy night. It's almost like we were forgotten. Our food finally came after waiting 45+ minutes. Ridiculous. This place was talked very highly of during one of our tours we took, but honestly I don't see why? I probably won't be going here again.
",2017-03-28,3.0
529,Casandra H.,"Amazing food, staff and atmosphere! The food is authentic, delicious and fresh. Great wine list too!
",2016-11-12,5.0
530,Charlotte G.,"Good food, service, and ambiance. Got the Vegetarian Lasagna and Gnocchi Ruggero and it was really good. Their food is very filling, the Lasagna is enough to share. Overall happy with our choice!
",2017-02-17,5.0
531,Kevin T.,"I'm in Frisco a lot with work,  but when here at Mona Lisa, I feel like I'm back east at a family reunion.  Great service that goes well beyond keeping your water & wine glass full. 

I have never had a meal there I would not recommend.  They are all delicious and modestly priced for SF.  

Maurizio is your host and genuinely welcomes all. If you can speak some Italian, you will find yourself having a great time chuckling up with the Maurizio and the staff as they truly enjoy hosting patrons with a jovial graciousness rarely seen.

The Pastas here are renown and the veal dishes are superb. For something lighter, my personal favorite if I am not quite up for a big meal is the Antipasto Misto ($19.95).  It is a very well presented platter (see my pics) of thinly sliced meats (prosciutto crudo, salame and soppressata), olives, cheeses and peppers.  It makes for a meal in itself and goes so well on the front patio with a favorite glass of wine.
",2014-07-12,5.0
532,Isabel M.,"Came across it by accident and it was he best thing that has ever happened to me. Literally so delicious and authentic. 10/10 would recommend!
",2017-10-21,5.0
533,Sharon P.,"Great service and atmosphere!
We both had spaghetti and it was amazing !
Healthy wine pour!
",2016-05-05,5.0
534,Erra C.,"I love Mona Lisa. A true Italian feel. Food is good. The experience is excellent. Everyone is very friendly.
",2017-11-17,4.0
535,Sal L.,"Had my wedding dinner here and the dinner and staff was amazing. Service was awesome and the staff was very friendly and accommodated our every needs. I want to thank the crew at Mona Lisa for our great experience. Thank you
",2017-09-10,5.0
536,Dana C.,"Seriously everything I desire in a night out on the town with food and drink was fulfilled tonight. Outdoor ambiance, excellent wine and the most amazing lasagna. All next to my husband. Thank you!
",2016-10-22,5.0
537,Jen B.,"Fantastic food, great service, authentic ambiance! I would highly recommend! The homemade gnocchi was to die for!!
",2017-04-14,5.0
538,Fang L.,"It's an excellent restaurant. Their foods are wonderful! They have fabulous deco and service is good. Highly recommend this Italian restaurant.
",2016-09-02,5.0
539,Marissa S.,"The food was pretty delicious but the service wasn't that great. Our waiter was rushing us the whole meal.
",2017-10-08,3.0
540,Sarah F.,"First off: this is absolutely NOT a place for a quick dinner. But if you're looking to spend a whole evening with good food and good wine, it's perfect.  

I mostly only had wine (of which there's a good selection), but I did steal some bites from others in my party, and it was all delicious. I'd love to come back when I have more room to eat!
",2016-12-11,4.0
541,Michael G.,"The greatest Italian food and the best service in San Francisco.  They treated our table of six like family.  They helped us celebrate my wife's birthday on our 06/26/17 visit with a beautiful dessert and a room full of singing.
The owner is fantastic as he orchestrates the flow of the restaurant while visiting his guests at the table.
A+, first class establishment.  Cannot wait to visit again.
",2017-06-26,5.0
542,Jen W.,"Just alright, decent food.  When we came, the place was ridiculously packed.  I mean, I felt like we were sitting elbow to elbow at our tables.  

The hostess at the front was super friendly...and had an awesome memory.  She didn't miss a step when figuring out who was next for a table.

Anyhoo, we had ordered a bottle of wine.  Apparently, they were out so the server literally ran to the other restaurant in their chain to grab one.  He ran back to us, cracked open the bottle, and it was delicious.  

The food...wasn't as great.  I ordered the spaghetti bolognese...doesn't get any simpler than that.  It was alright...we went home and made it ourselves the next day.  Much better when it's made at home...

The sampler was pretty good though.  It came with a melted garlic cheese thing (Sicilian candy), bruschetta, and caprese.  Haha.  

3 stars...but I probably won't be back.
",2013-11-24,3.0
543,M H.,"When I lived in San Francisco I would dine here at least once a week, and always brought my visiting guests. I often think about hopping on a plane just to come in for lunch. Living in LA now, haven't found anything like it. I hope to visit SF soon, just so I can eat here.
",2017-08-16,5.0
544,Owie N.,"Decent place to get Italian food with a huge menu selections. Can be overwhelming when looking at menu.  Love the decoration and the vibe at this place. I ordered:

- Antipasto Misto: mix of prosciutto crudo, salame, cheeses, olives and soppressata.

-Ravioli Aragosta (lobster) with tomato cream sauce.

-Spaghetti allo Scoglio: white wine sauce with shrimps, clams, mussels and calamari.

Everything tasted alright to me but nothing scream out spectacular. The service was friendly so that is always a plus.
",2011-11-25,3.0
545,Erica S.,"Food is great, service is wonderful and Maurizio?...... Is number ONE!!!
A special place to spend a night in good company. Great atmosphere!
",2015-12-12,5.0
546,Scott H.,"From the moment we walked in we felt this place was special. If there were a checklist for great service, this place could check off all the points. Fast? Check. Personable/ attentive waitstaff? Check. Incredible food? Check.  The atmosphere was awesome on a Saturday night, it was busy and bustling but we still were tended too frequently!
Highly recommend this place. And try the tiramisu!
",2016-02-28,5.0
547,Vanessa G.,"Ambience = A....Squid ink risotto = A. They don't skimp on the expensive squid ink and it's amazingly flavorful!
",2016-01-14,5.0
548,Sierra B.,"I absolutely love this restaurant! I came across it one day walking down Columbus and the staff is very friendly! I tried their calamari as a appetizer and ordered a chicken fettuccine as a entree. I had Wasef as my waiter and he was AMAZING! Even thought they were super busy inside he still was able to help me with any questions I had. I definitely recommend him as a server! The Owner Maurizio is very friendly and welcoming!! I highly recommend this restaurant weather your a tourist or live around the bay it's simply wonderful! Will definitely be coming back ASAP
",2018-02-02,5.0
549,Diane B.,"Great authentic Italian Food! My husband had the chicken parmigiana and I had the Lasagna both were excellent and made with fresh ingredients. The owner is friendly and the ambiance is true Italian. Excellent!
",2017-07-20,5.0
550,Andrew T.,"Don't quite know why everyone is bashing on the restaurant so much. The staff was friendly and provided good service. Food was cooked well and quite tasty. Desert was good but was not cooked fresh since it was frozen. I would reccomend you check it out if you like Italian food. 

Remember! Tony bennet went here so it must be good!
",2016-07-20,4.0
551,Dina J.,"One of my girlfriends and I spent a day in the city and decided on some Italian food. We came across this place. It's definitely filled with character and culture. It's a cute spot for a date, candle lit dinner. The staff was very friendly! We ordered some pasta and cioppino and couple glasses off wine, but with that they threw in a free appetizer in the beginning and free dessert in the end! The appetizer was what seemed to be a sampler of cheeses and meats. Very good! The dessert was some type of ice cream which was also good! That is what I call great hospitality. Little gestures like this definitely makes guests want to come back! So thank you! Great food and very authentic.
",2016-02-15,4.0
552,Paul V.,"Looking for a great traditional Italian restaurant, look no further. Amazing food and service
",2016-04-08,5.0
553,Laurie R.,"The ONLY reason this place gets 4 stars is because of the food and the atmosphere. As most reviews state, the service is awful. Even the owner was laughing at his not so friendly slow server telling him to hurry up and that he is lazy. Not professional, but pretty damn funny. I had the chicken a magio, which was a chicken breast filled with ham and mozzarella cheese with a tomato sauce. It was absolutely delicious. My bf had the seafood pasta, which is what I usually always get  when I go to place like this in the bay, But I had it the night prior in Oakland. It's a good life, yes I do know this! I recommend the food, not the service
",2015-08-30,4.0
554,Jezabel C.,"LOVED THIS PLACE. It's so good. My boyfriend & I ordered the pesto, fettuccini Alfredo & calamari as an appetizer. So so so good! The owner is really friendly & caring and the decor of the restaurant is so romantic & nice!
The reason why it's 4 stars & not 5 is because it took 40 minutes to get our food. I know we had an appetizer, but I mean c'mon, it doesn't take 40 minutes to make pasta and the restaurant wasn't even full.. But either way! I really liked this place & if I'm back in SF I'll go back :)
",2014-01-12,4.0
555,R B.,"My family and I visited San Francisco, Monday last week and we decided to take the boys to a nice Italian place for their birthday dinner.

The Mona Lisa won it in spades! 
The decor and ambiance made it seem like something right out of a movie, I half expected to look over and see Robert DeNiro and Joe Pesce eating at a table.

We were warmly greeted and seated almost immediately, the service was great, Matteo was our server an he was happy to answer our menu questions and had great wine reccomendations. 

When Matteo learned it was our boys' birthdays,  he made them feel special, we felt like we were getting the VIP treatment.

The food, the food was amazing, some of the best Italian cuisine I've ever had. 

We know where were going for dinner next time we travel up to San Francisco!
",2015-09-03,5.0
556,Amanda R.,"My boyfriend and I are on vacation here from Austin, Texas and stumbled upon a whole neighborhood of Italian restaurants. We looked at the menu outside and a group outside told us that the food was amazing and that we had to try the mini calzones. We decided to give it a try. 
We were seated by a very friendly man whom I pretty much assume is the owner. He was great! Asked us if we spoked Italian. We don't but he did! Fantastic! 
The place is very decorated. It's very busy decor but almost cozy. Fun to look at. Real table clothes, gas lamps, bread and water in funky bottles as soon as you sit down. Awesome. 
Biggest complaint? Service. 
We waited 5-10 min to be greeted by our server. It wasn't busy. I heard the two servers talking about what tables to take. They were the only one on as far as I could tell before dinner rush actually started. 
The appetizer we got was ice cold. The waiter took them back and then told us that they were out of it so we got the mini calzones. Which were great. 
Main course was okay. My boyfriend loved his NY strip that he got. Although it was a little more done than what he asked for.  I got the chicken parmigiana and was so disappointed.  The chicken was tiny and tough and it cost $22.95!!!! 
My boyfriend wanted another beer and had to ask twice to get one. I asked for another glass of wine and never got it. The waiter was not attentive at all. Forgetful? Preoccupied? I could tell he was in the weeds but come on. Ask for some help from your co workers! 
Overall I paid $127 to treat my boyfriend to a birthday dinner that we will mostly remember by the terrible service of our waiter. :(
",2016-10-01,2.0
557,Connie G.,"Mona Lisa in the flesh of flavors!!! While traveling to this area I really wanted some real traditional Italian food.  This place really hit the spot! The staff greeted us in Italian and we had a place to sit right away during lunch.  It was so romantic :) the eye candy made it a great dining experience as well haha! 
Now to the food! We had free bread, oil, and vinegar 

Fettuccine alla Piero - 20.95
light cream sauce, with shrimps and asparagus

So good!!!!! I mean really really good!!! It was served hot, fresh, and full of flavor! 

The waiter was very tentative to the table and that accent! haha! 

 I liked the oil and vinegar so much I bought some from the market next door! I had to have a to go box and even brought it all the way back to SD the next day to eat or lunch! 

Traditional, Romantic, Unique, and Enjoyable! What does that spell! TRUE Review!
",2013-08-20,5.0
558,Henry K.,"Very friendly staff. They recognize me as a returning customer every time I come here. Food is great, lots of seating available and probably my favorite Italian food in SF.
",2017-12-20,5.0
559,Chuck T.,"Just arrived late in the day and we started looking for somewhere to eat. Simply this place was great! The only real complaint? The place is tiny, I kept getting bumped by people walking by. Mad the foolish mistake of trying another Italian restaurant  ( wanted to try something else ) and that was an epic fail.
",2017-06-14,4.0
560,Tracie B.,"Food is always delicious and great service. A real authentic Italian experience and a large varied menu with something for everyone.
",2018-01-07,5.0
561,Kyle B.,"Molto bene! We enjoyed the most delicious dinner. The bruschetta was amazing and the ravioli ai quattro formaggio was the most fabulous ravioli I've ever tasted.
",2016-08-21,5.0
562,Eugene K.,"Great food, great service, very accommodating! We were searching for a place for the family and were greated by owner outside in Italian.
",2017-12-30,5.0
563,Andy R.,"One of the best authentic Italian restaurant so far I have ever been to. The cheese tastes amazing. And if you are a foodie, you can tell that, the difference in the quality. Highly recommended and please have a reservation in advance if you don't want to stand in a line and wait. But it's worth it.
",2016-03-26,5.0
564,Sami M.,"Food was pretty good. I would recommend getting pasta instead of pizza (pizza was pretty average but pasta was delicious). Pizza was only average because our waitress put pepper on it. Not crushed pizza peppers but straight up BLACK GROUD PEPPER, and she never checked back with us after our food took almost 45 minutes to come. So in conclusion good food but bad service.
",2017-12-28,3.0
565,Bon V.,"Pricey but tasty. Their house salad dressing is great. Large portions. Light red and spicy red sauces are well done. Great alfredo and pesto. Friendly and polite service. Inflated North Beach prices really warrant a 3.5 rating. However, my family had a very nice experience and we would return.
",2017-12-24,4.0
566,Allyson H.,"Well, Valentine's Day is definitely not the day to eat here. So far, it's taken at least fifteen minutes to get water....just got it after 18 minutes.
I can overlook the long wait for the water since the wine was plentiful and food delish but would still avoid on Valentine's Day.
",2015-02-15,4.0
567,Karina P.,"Salmon Carpaccio is only big slices of salmon with few onion rings and small capers. No oil, no balsamic. Bruschetta is the same quality - old tomatoes and old leaves of basil. I called  Italian owner of restaurant, he was not happy to know that his food is too far from Italian style. He told me - Look to my small  eyes, I am Chinese. It was bad joke, I don't like racists. We did not eat more, pay and leaved this place.

I can't write comment here and I answer you in my review.
Thank you for your comment, hope my review will help you work better.
We visited your restaurant 02.23 around 5pm. I was with my friend Susanna. We travel a lot, and I visited Italy few times in the year. So I love this country and know taste of Italian food. I am sorry I did not make photos. Wish to your personal respect guests more.
",2016-02-23,1.0
568,Hailey D.,"Well, the wine was great! Unfortunately that's the only positive thing I have to say. We waited 20 minutes for drinks, and an hour and a half for our food to come out. My husband's wasn't the warmest, and my food was cold. I hate sending dishes back, but my chicken was just too cold to enjoy. Definitely over priced as well.
",2016-07-04,1.0
569,Nick K.,"Great service. The majority of the people working and eating spoke Italian, which was a great indicator of how good the food was. Pizza and pasta was amazing.
",2016-06-29,5.0
570,Yarden H.,"The service was terrible. Plenty of time before responding to it. The food arrived cold. And the price is not justified
",2016-12-19,1.0
571,Michael A.,"The restaurant had great service, and a cool, busy atmosphere. The food, however was disappointing. Both pasta dishes we ordered were ""starchy"" and heavy. Disappointing, especially for a North Beach Restaurant.
",2017-11-10,2.0
572,Charlie S.,"Coming here was such a pleasant experience! My partner and I were wandering around North Beach and were drawn to the restaurant because of how charming and classy it looked on the inside. As we were browsing the restaurant menu outside, one of the waiters stepped out to invite us in and told us about an appetizer special they were having, which immediately made us feel welcome. The staff was incredibly polite and attentive. And the food was awesome. I definitely recommend the lobster ravioli (I forget the Italian name on the menu) because it was by far the best I've ever had. This is a place I would love to come back to!
",2017-02-08,5.0
573,Christina Y.,"I give this place a solid 4 stars. My friend and I were exploring North Beach and decided to dine at one of the many Italian restaurants we passed by. Mona Lisa gave us a vibe we didn't get from the other restaurants. Plus, they had a car outside which you could dine in.

Since it was such a beautiful day, we were seated outside so we could enjoy the weather and people watch. Split the lobster ravioli and the signature Mona Lisa pizza. I wasn't blown away with the pizza but it was still delicious. Loved the lobster ravioli though! I would have finished the entire dish if I hadn't had to share.

Extra brownie points:
-The server was extremely attentive, making sure we had clean plates, utensils, and our water was always full
-The table next to us had ordered a salad which came out twice, and our server decided to let us have it rather than having it go to waste. The dressing was yum!

I always question restaurants that are located on the big streets but Mona Lisa was delicious!
",2015-02-17,4.0
574,Tara H.,"I have never written a yelp review before, but this was the worst service I can ever remember having. Bad food and wine didn't help. I don't want anyone else to waste their time here. Being in the industry, my expectations were  already really low for this place but they weren't as low as what I experienced. I thought I'd at least get a decent pizza and glass of prosecco - not the case.
",2017-06-18,1.0
575,Elisha B.,"Great service. Kind environment! I always enjoy going in and feeling like I am in someone's home. One of my favorite places in SF.
",2016-06-05,5.0
576,Chad M.,"I've been eating here for years when I come to San Francisco. Mauricio the owner is always so hospitable and the food is absolutely amazing. Being married into an Italian family, I'm picky about Italian food and this is one restaurant I can't wait to get to. Personally, my favorites are the bruschetta and cheeses as an appetizer, I'm a chicken parmigiana fan and this is hands down amazing with the substituted penne instead of the roasted potatoes and spinach, although those are great too! The desserts won't disappoint. I'm baffled that the star level isn't at least 4 stars here. You won't be disappointed. Buon appetit
",2017-05-09,5.0
577,Julian G.,"Great restaurant. The food is well blended with the mixture of sauces and seafood. Delicate taste. Beautifully prepared and served. The staff is formal and well organized. Very polite. Not too easy on the wallet but its worth it. Seated and served within 15 mins
",2015-08-25,4.0
578,Christina Bella P.,"We ate at this place a few years ago which was our time in SF.. the food was awesome .. the staff was amazing ... loved all the decorations !! You won't be disappointed !!!!!
",2016-10-09,4.0
579,Chow W.,"Moricio the manager is awesome our waiter was Roberto awesome absolutely the best Italian restaurant me and my  wife have eaten at . She is a vegetarian and they had about 25 things to choose from. They all speak Italian to each other that was cool . No canoli but that is my only thumb down
",2017-01-18,5.0
580,Taylor H.,"We chose this restaurant because they had plenty of gluten free options for my friend I was with. The restaurant has a very authentic feel with all of the workers greeting you in Italian and the ambiance of the place. Great bread to start off with, they even gave us a free (huge) appetizer on the house! The margherita pizza was so good, but I could only finish half. My friend devoured her gluten free pasta. Lovely staff, delicious food!
",2017-01-15,5.0
581,Veronica C.,"Came to Mona Lisa on Saturday to meet up with my friends.  Unlike other Italian restaurants in and around the block, this place had very little wait.  The decor was really nice but the seating was very cramped.

Had the spaghetti carbonara - pancetta, eggs and cheese for $13.95.  The portion size was acceptable; not large, not small either...but this dish was just unappetizing.  The pancetta bits tasted so salty and the pasta itself lacked any flavor.  My whole plate of pasta was sauceless and yet was really greasy.  I felt gross eating it after a few bites :(

Extremely slow service and not the most friendly either.  Our food came out 1.5 hrs after ordering, so we filled ourselves up with complimentary bread as we waited.  If you are in a hurry, this might not be the best place to go (we spent over 3 hours total for dinner!).
",2014-08-06,2.0
582,michael b.,"Anytime I'm in SF (Go Giants!) I must stop here! By far the best Italian food I have EVER had! Authentic food, quality ingredients, great staff that is friendly. I have known the owner for many years and he always makes us feel like home! This is southern Italian food which means the flavors are bolder, more red sauces etc. the bruschetta is amazing! Fresh and great favors! I love my chicken parm even though it's not really Italian but it's awesome! I have been coming here since the late 90's and never had a bad meal! I always tell my friends to come here and they always thanks me for the great food suggestion! Keep up the great work! Yum!!!
",2015-04-18,5.0
583,Michael D.,"Great food! We ate in the car! We were famous for a night. Lots of tourists took our picture. An experience of a lifetime.
",2014-07-21,5.0
584,Angelina S.,"My first time here - highly recommended by my local foodie freinds. Homemade pasta was soooo good. Sicilian candy aka over roasted garlic cloves - delicious. Suggest the Italian sampler : bruschetta - caprese - Sicilian candy.
Will be back.
",2014-11-22,5.0
585,Akrem A.,"This place is really awesome. 
I came here with a girlfriend and everybody was very welcoming. We got a nice table and the server was pleasant and professional.
Great food and awesome service. I have been to Italy several times and am usually disappointed by Italian restaurants in SF. Mona Lisa was worth my time and money. I will definitely come back.
",2014-09-12,5.0
586,Alexis I.,"I came here with my boyfriend for our first Valentine's Dinner because my old roommate recommended it. We made reservations 3 months in advance because we were worried about the Vday rush. Luckily they seated us immediately next to the window even though we were an hour early. The seating was pretty cramped and the tables were so tiny that there was hardly any room for the bread and our two entrees. I think the decor was too cluttered so it was kind of distracting.

Other than that, this place is a definite must if you're a risotto-fiend like me, because they have at least 20 different selections to choose from on the menu. I gotta give them props on their menu because it was kind of hard to decide what you want cause the menu they show on yelp does not compare to the lengthy amount they actually offer at the restaurant.

I ended up getting the crab and asparagus risotto and boy was that plate larger than I was expecting. Still had enough to take home for leftovers! When it was served the food was still steaming hot, freshly cooked from the kitchen and was absolutely scrumptious. The risotto was mouthwatering and as soon as you take a bite, it's just heavenly because it had such a creamy consistency. Finished the night off with a cappuccino tartufo, which was a perfect end to the meal.

I highly recommend this place, because of the intimate ambiance, friendly staff, and the food is just too delicious to pass up!
",2013-03-24,4.0
587,Wasef B.,"That's probably one of the best Italian restaurant i ever been to. The owner is very funny the service is great but the best part is the food. I ate in different Italian restaurants in San Francisco but this one is special. I started with a typical Italian antipasti very fresh and tasty, as main course i had lasagna it was plenty of meat and cheeses i can still taste it in my mouth. The best meal i had in San Francisco. Thank you Mauricio.
",2017-10-11,5.0
588,T S.,"Seven of us, 4 adults and 3 kids. went there for the first time for an early dinner after a day of being tourists.  Everyone really enjoyed their food. The service was impeccable, 5 stars. We never felt rushed. Our waiter made us feel like guests in his home. Three of us couldn't decide what to order and asked the Waiter for his opinion. Wow, were we glad we listened to his recommendations! Everything tasted fresh and authentic. I had the spaghetti and meat balls delicious, my wife had the bolognese which she thought was good but not as good as the meatballs. Overall great experience! 2 appetizers 2 bottles of wine 6 entrees $225, an excellent value and 3 of us couldn't even finish our meals, so we get leftovers too!
",2015-04-12,4.0
