,author,stars,date,text
586,Eva B.,"Every bite amazing, from the delicious sourdough rolls, perfect ceaser dressing, the salad was topped with fresh crab, heaven on a plate. Then the creamy chowder stuffed in a sour dough round, substantially topped with dashes of tobascco, oh my!
",2019-03-03,5.0
587,Jennifer A.,"Our camels 1st time here and so far the food has been absolutely amazing. The  Views are also amazing from the Harbor if you get a window
",2019-01-01,5.0
588,Regina T.,"First night in town first trip to San Francisco my friend suggested Fog they had eaten here a couple of times in the past & only had good things to say. Fog lived up to their praises, I had the Ahi tuna I enjoyed my meal it was delicious and fresh. One of my favorite things was the sourdough rolls they should not be missed!  If I could offer one tip it would've to use Yelp to join the waitlist I used it while we were walking around Pier 39 & it worked out great we showed up & were seated immediately
",2019-04-14,5.0
589,Christopher Y A.,"Ate here the other day and had an excellent meal. The food was great, as were the drinks, but we were put in a small and uncomfortable table when there were plenty of open tables with a better view.

Half the point of coming to a waterfront restaurant is the view. So why not make a concerted effort to fill those tables first? I can understand this when there is a shortage of tables, but not when there's plenty of room and front of house workers. 

Great part is they sat the next two tables in 'better' tables blocking our limited view. A bonus was one had a noisy child. Then the best part was when both those tables were serviced before us and had food by the time we got drinks.
",2018-06-12,3.0
590,Mike H.,"I highly recommend this place, get the calamari which is super awesome. The deserts are on point and seafood is great
",2019-04-13,5.0
591,Sharon M.,"Love this place!! Made reservation weeks before and it did not disappoint. Food was delicious, and the service was great. We were seated by the window so we also got a view too. The crab dish was a little too greasy though, it was soaked in oil. Clam chowder and crab cake are our must order items. This place is kinda expensive, so be prepared before you come. But it's def worth it.
",2019-01-22,5.0
592,Cath C.,"Great service! We waited 20mins for a window seating! Great view of the waterfront! Our waiter had great suggestion off their menu! Order scallop and crab meat risotto(summer menu, not sure if its available year round), ahi tuna poke, clam chowder sourdough bowl! Clam chower was super creamy with lots of ingredients, the sourdough bowl was warm unlike other places near fisherman's wharf that serves the bowl cold! Risotto was delicious, didnt overpower the crab meat at all!
",2018-07-08,5.0
593,Alexa M.,"Jane was very pleasant and nice. Knowledgeable and friendly.


Food is great here! We've tried a number of different things and everything has been delicious. The view is beautiful too!
",2019-07-08,5.0
594,Audrinee J.,"Hello Yelp family. Yesterday I took my friend to Fog Harbor to celebrate her birthday. I've eaten there before. As a matter of fact I spend every year 4th of July in San Franscico. Last year the crab in garlic was awesome this year it was mediocre because it was a frozen grab. The tab for two was 200bucks. At that price I should get fresh crab. Fog Harbor stop perpetrating. You are selling frozen crab. The service , ginger lemonade and desert were delicious. Frozen crab is very salty and has no flavor. Next year I will eat somewhere else
",2019-07-08,5.0
595,Everything L.,"If you're looking for a good spot to try a clam chowder, just pick Fog Harbor Fish House!
Super tasty, good and great price and service. 
Even tough it's located in a touristic area, it's worth it!
",2018-08-23,5.0
596,Kendra G.,"Omg the food here was just amazing. I'm always a little skeptical about dining at touristy restaurants but this place definitely exceeded my expectations. My party ordered the seared pacific cod, salmon entree and the crab cakes. I strongly recommend these dishes...they were delicious.
",2018-11-10,5.0
597,Alex A.,"Food was pretty good. I think food was a little pricy for the quality. Clam chowder is a must! The shell fish platter was pretty good as well. Fish and chips were very average. Service was not bad and there wasn't a wait time. Overall all I would rate this place about a 4.
",2018-12-14,4.0
598,Tiana N.,"The restaurant is inside is beautiful! An amazing dining room over looking the ocean. But with that being said, our bill was $250 for 5 people. Calamari appetizer was great! Fish tasted amazing and fresh. Side dishes for the main courses were subpar & cold. I ordered the fish grill plate with garlic mash potatoes that were cold & tasteless with a side of green beans also bland in taste and cold. There was suppose to be a sauce in my meal, missing that. One other person at my table ordered the same thing, same review for his dish.  Not to mention our server Ralphel had the audacity to give us the hush signal with finger over his mouth. Extremely unprofessional and uncalled for to do to paying customers. To top it all off when asked for our food to be boxed we were brought the to go boxes. How is a restaurant that is charging premium price, has a more formal dress code expect the customer to box their own food! Although the fish was great and fresh at the end of the day I'm paying for quality service. Otherwise I'll just eat at home! Don't think we will return anytime soon. Very unfortunate. Our server left a very bad taste in my mouth.
",2019-06-05,3.0
599,Chris J.,"Pretentious staff, sourdough bread bowl tasted better than the clam chowder within it. Iced tea was good!
",2019-07-07,3.0
600,Brittany B.,"Oh how I absolutely LOVE this place.  We walked over on a Wednesday evening without a reservation and had a little wait but were fortunate enough to sit by the windows at sunset.  It set the mood beautifully.  I was on a mission for seafood and went with the Cioppino. Man, am I glad I did. The broth is complex and complements the varied seafood (crab, salmon, another type of fish, clams, mussels, and shrimp) so well! My ONLY note is that the shrimp was overdone by the time I got to it.  Everything else was tender and delicious.   I was disappointed I hadn't saved the intro sourdough rolls to soak up more of the broth.  

My guy got the cod and I only tasted a bite but similar sauce complexity and complements to the fish.  It's a pricey meal but very worth it here.
",2018-07-01,5.0
601,Miriam T.,"Came in for the 2017 award winning clam chowder. I had it topped with crab and Caesar salad. The soup was creamy delicious. The iceberg lettuce was fresh and crisped. Sliced cheese on top. On the side was warm fresh sliced French roll. Altogether was delicious and filling. Great customer service. He was friendly and attentive. The day was warm and sunny to enjoy over lunch.

Restaurant was on the 2nd floor of pier 39 overlooking the pier water. If you're looking for great clam chowder, this is the place to be.
",2017-12-30,5.0
602,Warren S.,"This is the first seafood spot I've been to in San Francisco and they set the bar HIGH! Starters, the location is gorgeous. Overlooking the bay, great lighting, and easy to get to. The service was friendly, gave great suggestions, and seemed genuine with their guests. I did not partake in the drinks or desert but from what I saw they looked great as well.

Now, the food.. the food was AMAZING! Potentially the best calamari I have ever had (pictures included) and the Ahi Tuna with mixed vegetables and garlic mashed potatoes was cooked to perfection. I work without question recommend this to others as well as be a returning customer in my future endeavors in San Francisco!
",2018-05-30,5.0
603,Sarah L.,"The food was a 4. It was super busy and it seemed like the kitchen was rushed. We waited about an hour to eat there. It wasn't worth an hour wait. Server forgot a few things but was super friendly. I guess I mainly had a bad experience because of the stuck up women at the party next to me .  The reason why I gave them a 5 was because the manager was kind enough to mail me the kindle fire my 8 year old left there . I truly appreciate that .  The IPA that was brewed in sf.
",2018-12-29,5.0
604,Yang S.,"the best chowder on pier 39. I can not describe how amazing their dungeon crab, very fresh, seasoned well, juicy and sweet; absolutely 5 star~~
",2019-02-01,5.0
605,Alex L.,"Been hearing everybody talk about getting clam chowder bread bowls in San Francisco, especially near the pier. I didn't know where to go for chowder to be honest haha. Literally every shop on pier 39 sold clam chowders. I looked at yelp and the reviews and this restaurant literally was right in front of my face. No time wasted and walked straight in cause we were so starving. Literally this was going to be our breakfast. 

There wasn't a wait time at all, we actually beat the rush lol. Our waiter sat us down near a window and you could literally see Alcatraz island. I thought that was a pretty cool view.

I ordered a clam chowder bread bowl and fish & chips to share with my girlfriend. Might have been a little overwhelming for breakfast haha. The clam chowder was delicious! Very creamy and tasted very fresh. The clams were cooked just about right and definitely worth it. I think it was like only 7 dollars and it was good enough to share amongst two people.

We had the fish & chips also and it was so nice of them to split it on two different plates for the both of us. You have to dip the fish into the tartar sauce! Overall it was really good, the downfall was that there was a hair on the fries. The manager was kind enough to make us a new one and take it off the bill.

This restaurant made a great expectation on the clam chowder for me!
",2017-11-03,4.0
606,Jim P.,"Hey, was visiting SF and ended up at Fisherman's Warf. I wanted to try someones calamari and chowder, this place Yelped well so I went.
I ate at the bar since the place was hopping.
Both dishes were just ok, I think I have tasted similar offerings here in Seattle.
",2018-05-24,3.0
607,Annie L.,"I came here with a friend who was visiting since it looked like a nicer restaurant. We came for dinner and the wait was about 20 minutes on a Saturday.

The service was good, but the food was quite disappointing. We got the crispy calamari to start along with the jumbo shrimp cocktail and clam chowder. The crispy calamari had good flavor, but the fried batter came off the calamari very easily and was a little difficult to pick up. The batter was also a little too thick and hard, not quite airy and crispy. The shrimps seemed pretty fresh and it was tasty with the sauce, but I noticed that a couple shrimps weren't deveined very cleanly and had bits of black left. The chowder was decent. It had a lot of ingredients, but it was a bit too salty and thick for me. 

The most disappointing dish, however, was the main. I got the scallops and crab risotto that was on the seasonal menu. I love all of those so I was very excited about it. However, I'm not sure if the scallops weren't fresh, if it was the type of scallop used, or if it wasn't prepared properly, but it had a very strong fishy taste that was very off putting. The scallops also looked like it had been seared so I was looking forward to that texture, but they were just wet and soft. The risotto was very average and not quite al dente. 

My favorite part of the meal was the blackberry press soda. It's quite a big cup and was very refreshing. 

Next time I'll be taking visiting friends to another restaurant.
",2018-09-11,3.0
608,Vanessa J.,"Our server, Tony was awesome! 
We got the calamari, clam chowder and the fish and chips. Even the mixed greens were impressive! So good and not that expensive!
",2019-01-30,5.0
609,Janice G.,"We had a wonderful lunch from start to finish . Our server Susan was a 10 Star if we could give this on Yelp. She was so efficient and friendly. The food was amazing and the view was exactly what you want from a waterfront restaurant .... spectacular !!!!
",2019-08-25,5.0
610,Aaronette K.,"What a delicious experience! We are from here and wanted to have a lazy day where someone cooks for us. What a treat this was. We sat at the bar and were treated like regulars. Awesome experience! Thank you!
",2019-06-01,5.0
611,Sophie C.,"The food was delicious and the service was great! Tuna poke appetizer was one of the best I've had. Would love to visit again!
",2019-06-22,5.0
612,Julian P.,"This place has a beautiful view of the bay and Golden Gate Bridge. It's a good place to splurge (a bit pricy) on a fancy dinner with guests visiting. The chowder was delicious and I completely recommend topping it with the local crab. The crab ceviche was ok, a little too sweet from the coconut for my taste (comparing to Mexican ceviche). Staff were friendly and knowledgeable about the menu. I recommend you make reservations especially around dinner time.
",2019-03-11,4.0
613,Kritchakorn W.,"I expecting to get a female crabs. So I did not like this meal much. Nothing wrong with the place and food but not what I expected to eat
",2019-02-14,4.0
614,Deb M.,"My daughter and I ate here in December 2018 on our annual mother-daughter getaway. The cioppino was top notch. The bread, the wine, the chowder in the bread bowl with the Dungeness crab added in was simply mouthwatering and gave you the best feeling in your belly. Our server was kind and helped us from start to finish. We viewed the spectacular harbor out of the windows of the restaurant and ate a fantastic meal feeling thankful that we were able to travel so far from home and have such a lavish meal. What a trip. And this was definitely one of the highlights when it came to all the great food that we had sampled in CA.
",2019-05-12,5.0
615,Elyse L.,"This place was an elegant restaurant. Waiting about 15 minutes on a busy Saturday night, which was no big deal. The food was delicious and service was great. Prices are a little high but is expected in such a touristy spot and with a great view. I got the steamed clams which were amazing with garlic bread in the side. We also ordered a burger which was mediocre.
",2019-04-06,4.0
616,Tara D.,"This is literally the best restaurant that I have ever eaten at. The calamari and sliders are the best appetizers. And the baked oysters are INCREDIBLE. I get the surf and turf as my main and the flavors are incredible. If you're debating on where to eat, you better pick here. It's worth the cost!
",2019-03-09,5.0
617,Barbara S.,"Really enjoyed this place. The bread rolls are awesome and came out a bit crisp on the outside but nice and moist on the inside. 

Clam chowder: pretty good. I don't do bread bowls...just don't do it. Daughter loved it.

Alaskan Halibut: so yummy. It has a little spice to it but nothing that unbearable. 

Ciopinno: my husband enjoyed his dish.

Chicken and spinach: my daughter had this. It was a bit dry but flavor was decent. She said she wouldn't order it again and a squeeze of lemon added additional flavor.

Server Ashley....you rock! Was attentive but not overbearing.

I also saw the manager making moves and being visible. He was great and it's fresh to see a manager be part of the team even if it's small little tasks.
",2018-07-05,4.0
618,Christigale F.,"Have been here twice - the first during crab season. I grew up crabbing/fishing with my family since I was a little girl so I appreciate few things more than freshly caught and well cooked seafood. Crab crab crab - LOVE IT SO MUCH, but weary of having it at restaurants as they often overcook it, even in the slightest is a crime for me and I just can't. Home cooked pot has always been #1 and will probably remain. However this spot has got crab down to perfection and I will attest to it being the crab connoisseur that I am!! The second visit was with a larger group of friends (not during crab season sadly) and we ordered a wide variety of dishes, all superb! The scallops were my fave that day ;). Lastly I am a huge fan that they participate in the Monterey Seafood Watch program to ensure our ecosystem stays sustainable for future generations to continue enjoy this same amazing seafood! Bravo!
",2019-08-24,5.0
619,Lorraine P.,"Cannot speak for anything else other than the clam chowder and sourdough bread rolls. The soup was pretty good and definitely better than anything I had in LA, BUT you know what? The star of the show for me...was the sourdough bread rolls. They are so perfectly soft and chewy in the middle, but has a nice crust on the outside (I tapped the outside and it made a lovely sound...I watch a lot of bread making videos). I am in love and will eat anything with this bread!! 
When I envision SF sourdough bread, this is what I'm thinking of. Would love if my Sf friends would send some of this bread to me in LA.  ‍

Takeout is ordered at the bar, and they bring it out to you as you sit in the waiting area.
",2019-01-04,5.0
620,Jordyn H.,"I was very excited to get some seafood while on my short trip to San Francisco. Fog Harbor seemed like the perfect spot. We used the waitlist on yelp and it worked out perfectly (highly recommend). I have absolutely NO complaints about the food or drinks! I got the fried combo & it was divine! I'm normally not a huge fan of fried food, but this was delicious, especially, the calamari! It actually melted in my mouth! My boyfriend got the mixed grill, again, another fantastic dish! I definitely recommend both of these if you go! I enjoyed the variety, because I couldn't make up my mind! We liked the food so much we even had dessert! I was extremely pleased with our food! The reason I am taking stars off of this review is because of the way the waiter made us feel/spoke to us. He seemed to be annoyed to have to come ask us if we needed anything or if our food was good. I would've loved to brag to him about how great it was, but he wasn't interested in our table at all. Instead he was laughing with the table behind us and telling them to leave him a good yelp review. We really just felt like he didn't expect a good tip from us or something (because we are younger?) not sure, but it definitely left the experience with nothing to long for. Great food, but bad experience with service. I get that it happens sometimes!
",2019-07-25,3.0
621,Danielle M.,"The calamari and creme brûlée are the best i have ever had. The lobster tail and clam chowder was also very  good.  The steak wasn't the best BUT it's not a steakhouse so it didn't affect how i felt about the meal. The waiter was awesome as well.
",2018-12-01,5.0
622,Natasha S.,"Came here for dinner and this restaurant did not disappoint. There was no wait and we were able to get a table by the window looking at the bay in less than 2 minutes. For starters we ordered Ahi Tune Poké. Tuna was perfectly marinated. Topped over large pieces of avocados and mango salsa. I love avocados so this was a huge plus for me. Spicy sesami soy sauce and wasabi aioli went tastefully with raw tuna. For drinks we ordered lipstick lemon drop and moscow mule. I am a whiskey on rocks or wine kinda girl so rarely ever get  fruity sugary cocktails but the lipstick lemon drop was enjoyable. I would definitely recommend it if you prefer drinks where you can't taste alcohol because the raspberry liqueur masks the taste of vodka. Moscow mule tasted very diluted and watery but they were happy to make another at our request. For entree we ordered the surf and turf which came with mashed potatoes, green beans, steak and lobster tail. The portion was large enough to share and that's we decided to do. Our server was really polite and patient  which made the dining experience even better. Overall, I was thoroughly satisfied and happy we chose to dine here.
",2018-11-14,5.0
623,Aaron S.,"We were looking for a delicious seafood restaurant and were not disappointed!  All of the food was amazing and the wait staff was attentive to our large family's needs.  Highly recommend!
",2019-07-03,5.0
624,Kevin N.,"Very great service, exceptional if anything. If I didn't have the memory of a gold fish I would shout out my server for being so attentive and making sure everything was good for us. Never had a moment where I didn't think ""man where is my server at?"".

Food is decent. We ordered seafood penne, crab cakes, clam chowder in bread bowl with salad combo 2x, full fried combo, baked oysters, and s few little extras. 

The salad was a little bit underwhelming as all of the lettuce looked just flat and wilted. The dressing was good but could've used a better toss. The two kind of huge croutons kind of confused me. 

Baked oysters were really good but too cheesy for my own liking. 

Fried combo was solid. I'd get it again but maybe just with fish and chips. Calamari and shrimp were decent. 

Crab cakes were decent. Two crab cakes the size of my palm rested next to a salad for the price was just a little underwhelming. 

Overall price for the meal for 5 people including tip ~$166 give or take some change.
",2018-12-28,3.0
625,Judy C.,"My very favorite seafood restaurant in San Francisco.  They have a crab roll that is to die for.   It's not.on the menu but ask your server! And truly the best clam chowder around.
",2019-05-10,5.0
626,Derrick S.,"As like some of other reviews have mentioned, wasn't too sure how great this would be being at Pier 39. My wife and I went on a long Sunday afternoon walk and sorta ended up at Pier 39 hungry, so we took to Yelp to find something decent in the area. To my surprise, this place had 4-stars so we figured we'd give it a try. Sure glad we did because the clam chowder and salad with crab meat were quite delicious!

In addition to the great food, our service was great, too. The atmosphere is obviously amazing as well - great views.

It's normally not easy to find a place in this area with great service AND great food (great atmosphere is sorta a given), but this place seems to have it, at least for us on this occasion!
",2018-05-03,4.0
627,Mikey J.,"Overall a nice experience. Seafood is fresh and tastes good. Excellent views of Fisherman's Wharf through large windows. Among some appetizers, the three of us shared the shellfish tower. It was very tasty. Prices are on the higher side and portions slightly smaller. Check it out!
",2018-10-21,4.0
628,Tamashina W.,"Came to San Francisco for my birthday weekend. While searching for places to eat my bestfriend found Fog Harbor. Boy am I happy she did, she made reservations for Friday, the night before my birthday. Jessica was our waitress and was very energetic, professional, and knowledgeable of her job. The food, and drinks was so delicious and the service we received from Jessica was impeccable. Fog Harbor is a place you should definitely visit to eat, when you come to San Francisco. You must have there ""Award winning Clam Chowder with added fresh crabmeat""
",2019-03-31,5.0
629,Kubrat V.,"Best experience ever. From the service by Jane to the aroma and taste the food this is the place you should visit when you visit San Francisco!  Enjoyed every bite of my food and the desert topped it all in the end. If I could I would give 10 stars to Jane for her amazing service which made my coworker and mine experience beyond amazing. I would definitely recommend this place to all my family and friends!
",2019-03-03,5.0
630,KK M.,"Our server's name was Curtis the Courteous! He was a wonderful server right from the beginning. He was pleasant, detailed and spoke with class. He definitely made our trip to Fog Harbor Fish House a five star.

My son has been asking for some steamed clams and I've been craving for some chowder; then hubby just wanted to tag-along. I suggested the cioppino to him but he was skeptic at first because he didn't want to be let down. Luckily, I checked a yelper's tip first and a yelped suggested a linguini added. My Hubby loved it! 
We had calamari and steamed mussels for appetizer; it was delicious!!! My chowder was excellent! Our son, well he finished everything on his plate! He ordered the steamed clams with linguini. Lastly, don't forget their non-alcoholic drinks. I enjoyed the strawberry nojito! They even served fresh squeezed orange juice and lemonade.

We will definitely return.
",2018-05-09,5.0
631,Tejashree M.,"We were able to put our name down, see the pier and come in time for dinner for our turn. The place was pretty packed on a Saturday night. We got a table in the corner where it felt little crowded/claustrophobic. However, it was much better when neighboring table emptied. I would have loved to have a window-side table, perhaps next time.
The crab cakes and baked oysters were delicious and packed with good flavor. Being on a special diet, they were able to modify the dish as per my restrictions. My dish arrived with an allergy tag. The salmon was great and went well with arugula and the smoky taste of peppers. I wondered if it tasted so good with the exceptions, how well it would taste with all its original ingredients. Their desserts were presented well and I was very tempted but found the courage to pass.. The service was good and we were taken care of/ checked on without anybody being persistent/annoying.
",2018-05-17,5.0
632,Ray E.,"This place is delicious and the service is great.  I recommend the steamed seafood platter, crab cakes, poke and chowder.
",2018-12-27,5.0
633,Mim G.,"If you're looking for some exquisite seafood and a friendly environment, come here! The portions are so worth the money, not to mention the weight staff are absolutely wonderful. We had the pleasure of dining with Mel, who was more than accommodating to our needs. He was kind, polite and attentive. Being our first time at Fog House, I wouldn't hesitate to ask for Mel again!
",2019-06-29,5.0
634,Brianna B.,"Came here for the first time yesterday, we got seated right away right at the water. Food was good, customer service was excellent. I highly recommend coming here!
",2019-06-29,5.0
635,Craig T.,"Fog harbor fish house is a cool stylish place on pier 39.  It is in the touristy area and could easily be overly frequented by the tourist crowd.  Get a reservation and do not try to drop in

Food is very fresh. We got the seafood tower and it was a very clean presentation. Lots of choices. It is crab season so that was a very tasty choice for us. Try the clam chowder and fresh oysters they are well worth it.

We will visit again on the next trip to SF.  Also the views are great if you make reservations in advamce.
",2018-11-25,5.0
636,Joey T.,"Jeremy whom was not our waiter came to rescue with our alcohol drinks. He was very attentive and courteous with his service that is not his area to cover. 

18 minutes later.....  Michael came by whom was our waiter. He was super great and made the rest of the night better. 

Good stuff
",2019-06-03,5.0
637,Steve M.,"Perfect spot that over looks Alcatraz and the bay while you enjoy some great seafood.
To top it off, the customer service is great!

I got the fish and chips with clam chowder :)
",2018-04-13,5.0
638,Keycee D.,"This place was awesome! We got seated by the window overlooking the ocean. I got the clam chowder which I loved. We also got the deep fried seafood appetizers. Everything was delicious! We ended up having desert as well... the waiter brought out the dessert platter and we had to try one. We ended up getting the apple crisp with vanilla ice cream - loved the top portion lol! I'd come back here again. 

It is located on the second level, one of the first few restaurants you'll pass by at pier 39.
",2017-10-08,5.0
639,R. M.,"Stunning views, white tablecloths covered with paper, adding a bit of casualness to the feel of the restaurant.  

We were seated quickly, and a waiter appeared. Drinks, and bread and butter were brought out.  

I ordered the clam chowder with Dungeness crab on top.  It was creamy, savory and the bread from the bowl added a bit of heft to chowder. 

My Cub ordered the seafood pasta, and the sauce was flavorful, smokey, hints or garlic and pepper. 

It's in the most touristy spots in San Francisco, parking is pricey, but I'd go back.
",2018-11-04,5.0
640,Scott L.,"When every place on a Monday night is dead in the Harbor area, but Fog Harbor Fish house is bumpin then yeah you know this place is awesome. I would recommend making a reservation no matter the night as this place is right on the water and the food/service is amazing. 

Clam Chowder lives up to the hype and I made the rookie mistake of not getting it in the bread bowl. They have great bread that they give you before the meal. Any place that gives me breads always has a special place in my heart. I ordered the Seafood Penne which was bomb and very reasonably priced. The service is excellent and it feels like seconds after you order, the food is at the table. 

If I come back to San Francisco, I'll make sure to eat here again as it was the best restaurant I went to during my trip.
",2018-04-19,5.0
641,Shawn O.,"The Fog House was a great dinner spot to end a beautiful day out in the Bay Area. With a great view of the Golden Gate Bridge and Alcatraz, the setting is beautiful to start. The restaurant's ambiance is very nice even though it is clearly very busy!

The hardest part was trying to figure out what to choose with the tasty menu options available!

I asked for the waitress' opinion for a starter - half a dozen oysters or the 2017 prize winning clam chowder highlighted on the menu. She recommended the oysters and they did not disappoint but......I ended up ordering a cup of the clam chowder TOO (adding crab to it) - YUM! The complimentary sourdough bread combo'd perfectly with the chowder.

For the main course the choice was the trio of the salmon, swordfish & shrimp that came with mashed potatoes & grilled asparagus. DOUBLE YUM! It was tough to pick a favorite but I'd give the swordfish a slight lead over the other two; the asparagus was grilled & seasoned perfectly too! The potatoes were not bad but didn't stand out.

Soooooo.....this was already plenty of food and most people wouldn't bother considering dessert .....until the options were presented! So many choices that looked delicious but my choice was the blondie and it was really good!

In case I wasn't clear enough, I'd highly recommend this Pier 39 restaurant option. Enjoy!
",2017-11-09,4.0
642,Ward A.,"It's in the middle of tourist central. The food quality was high considering its location and the volume of food they were quickly moving.

We ordered the blue cheese and garlic bread but the bread and butter they bring to the table is so good that we would pass on the upgraded bread next time. I had a filet with dungeoness crab on top, very tasty!

The service is good. It's not like a prime steakhouse in presentation, service or quality but it's very good, especially for the size and location.

We also appreciated that we made a reservation online and they were right on schedule for us though very busy with a crowd waiting.
",2018-12-30,4.0
643,Scott T.,"I was Dubious as its right in the middle of tourist area on the pier... but great food and service..
",2019-08-28,5.0
644,Bryana W.,"Strong 3 but low 4 review. Our server was horrible and not friendly at all. Our view was amazing right on the window looking over the ocean. Food was good. $46 for 2 people so not bad. Wasn't anything crazy exciting. Our server kinda ruined it for us but we loved our view! Also the sourdough bread is amazing!!!
",2018-06-07,3.0
645,Sandra S.,"Nice place with nice views!
The food was good and specially the service done by Jane!
",2019-07-04,4.0
646,Bella D.,"Delicious and soo many options to choose from! They have Great Drinks and the Clam chowder is really Good Here! I recommend this place if you're in town or by the pier
",2018-11-04,5.0
647,Michele M.,"We just arrived from Philadelphia and chose Fog Harbor because it was gluten friendly. Our waiter, Jason W. was the absolute best. He made sure our son's meal was gluten free, explained the sustainably of the restaurant to the kids and told us about the local seafood choices. His food recommendations were stellar and his friendly attentiveness made this a wonderful experience. The food was amazing and you can't beat the view!
",2019-06-26,5.0
648,Renee W.,"Exceeded our expectations! Jess was an outstanding, attentive server who anticipated our needs. Food was outstanding and prepared to perfection. We will return on our next visit to the city.
",2019-06-26,5.0
649,Jessica M.,"Greetings!!  We came here this morning for a nice lunch with a view and we received the best meal we have had in San Francisco!!! It was very busy but we were able to wait for a window table. We were seating right above the water view and it was a sunshine day!! Our server, Shawna was excellent. She helped us with the menu and even brought pictures!! Ask for the pictures! Although it was busy we were able to have great service a nice chat and even ask some questions about getting to the bridge and the chocolate shop! The food was very good we chose upon recommendation to shared we had a crab salad, a risotto with scallops, and a poke all were very good and we were very full! Also after the bread they bring! Will always come here on our trips!!! Best meal in San Francisco we have had!
",2019-07-03,5.0
650,Nicole B.,"Food was great had the fish and chips which were delish. Tried the clam chowder which was pretty good. The waitress gave great service. Very attentive.
",2019-01-26,5.0
651,Michelle S.,"I found this place on Yelp, and it had pretty good reviews. My husband and I were having our last date night (back in March) in the Bay Area before we moved, and we wanted to have a really nice dinner. We happened to go on a Sunday and there was about a half an hour wait for the two of us. 

By the looks of the restaurant, it was clean and they were trying to tend to every customer. I really wanted seafood, so I ordered the a seafood platter. It had crab legs, mussels, clams, and some potatoes in a butter and garlic sauce. It was delicious! It was no rubbery because it was cooked to perfection. I also got one of their signature drinks, I don't remember the name, but it was a beautiful drink. My husband ended up getting the steak & lobster which he enjoyed as well as his drink of choice. We had room for dessert and I got the creme brûlée and he got the tiramisu. 

The service was fairly good, the waiter seemed like he didn't want to be there very much, but he was attentive to our needs. Overall, it was a great and romantic spot for a nice date. I will definitely come back when I visit home!
",2018-07-09,4.0
652,Eric R.,"The brutal truth about Fog Harbor is that it's an upscale tourist trap. Fog Harbor and Bubba Gump are in the same Pier.

I applaud Fog Harbor for having a terrific atmosphere, View, and solid service.

However the real letdown and surprise here was the Bland Taste of the food for such high prices. The wife and I both got shrimp dishes and at the end of the meal we were really disappointed in the flavor. We both commented that Bubba Gump's had more flavor, larger portions, and was cheaper.

If you go here go for the oysters and lobsters, no shrimp.
",2019-03-18,3.0
653,Inci A.,"Seafood with a view - if that's your thing!

Came here with a friend who was visiting from out of town. Since her hotel was steps away from Pier 39 - I suggested that we go to Fog Harbor. Since moving to San Francisco, I have heard that this place was good so I thought why not :) I'm not much of a seafood person, so I love when places offer different options - and they do!!

I enjoyed a grilled chicken with veggies and mashed potatoes and my friend enjoyed a shrimp & fettuccini (this wasn't even on the menu! our server was kind enough to substitute the clams with shrimp).

Overall very nice place. The ambiance is great. The view is beautiful and the drinks are tasty.

Great place to take out of towners so they can soak in the glory of the bay and have some good food.
",2018-06-04,4.0
654,Jason W.,"Despite plenty of available time slots on the yelp app, Fog Harbor refused to give us a reservation for a party of 7 (1 guest more than allowed in the app) for a dinner more than six weeks away. I don't understand this policy. Absurd and disappointing.
",2019-08-27,1.0
655,Kimberly N.,"The remote waitlist is a definite plus. Didn't have to wait long and got seated quickly. We got a great view by the window overlooking Alcatraz and Golden Gate Bridge. Price was just right. Not overly priced for great seafood. Estephan our waiter was so nice. We got the mixed grill, calamari, clam chowder bread bowl, steamed clams and the tiramisu and blonde brownie for dessert. Will definitely come back soon.
",2019-02-18,5.0
656,Diane H.,"Ordered cocktail shrimp, dozen of oysters and the famous bread + soup dish! Great place near fisherman's wharf and always super busy! Was a quick wait even with all the tourists. Service was mediocre
",2019-03-17,4.0
657,Emily D.,"They have views for days here but I wasn't a super fan. I grabbed a seat at the bar and ordered a Riesling, my favorite. After ordering and tasting it, something was off. I asked the bartender since the taste was so different than what  used to and he said that they don't offer a traditional Riesling and it isn't very sweet. Fine, but I feel like you should mention that upfront and not after I order and really don't like my glass.

This place draws an interesting crowd, including people into their golden years and 21 and 22 year-olds. It's a very interesting mix. 

While I didn't order food, I checked out the menu and it's a bit pricy, but I can't speak to taste or quality.

This is a place I would visit for one cocktail and leave to off for a nice dinner somewhere else.
",2018-09-30,3.0
658,Stephanie J.,"Mel gave us great service!  I ate here years ago and it is just as fabulous as it was then. Fantastic views while dining.
",2019-05-30,5.0
659,Anya L.,"Honestly, I think I cried. The food was amazing. The waiter was also amazing. Warning: can be pricey, but it is SO worth it.
",2019-03-15,5.0
660,Ameen B.,"Wow Wow Wow! This was my first time visiting and it was amazing! The views of the bay/bridge, the place was packed and I didn't even wait 1 minute for a prime table. I was looking for a place to enjoy a bowl of chowder & fish and chips. They're not exaggerating when they say they have the best chowder in the city. The food was excellent, the service was first class. I took one of my employees for lunch as a token of my appreciation for all the hard work they do and we were both very impressed with the food quality and the service. If you're looking for an amazing meal with the perfect scenery/ambiance then this is your place! Thank You Christian for taking care of us today.
",2018-11-09,5.0
